Pathway,MCAV-Dis,MCAV-Dis-AH,MCAV-AH,MCAV-N,OFAV-Dis,OFAV-Dis-AH,OFAV-AH,OFAV-N,CNAT-Dis,CNAT-Dis-AH,CNAT-AH,CNAT-N,OFRA-Dis,OFRA-Dis-AH,OFRA-AH,OFRA-N
PWY-5296: thiosulfate oxidation III (multienzyme complex),0,0,0.009786146,0.006721912,0.049594382,0.036623785,0.030715563,0.017245614,0.027999778,0.017470682,0.010643381,0.016502611,0.009323341,0.013129105,0.028793916,0.006881649
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I,0.033268114,0.028905579,0.014671698,0.018426603,0.036750993,0.012505161,0.029289518,0.009600778,0.002634635,0,0.009226942,0.032018747,0.019658519,0.028294063,0.00270936,0.003186242
PWY0-1325: superpathway of L-asparagine biosynthesis,0.038309605,0.009868515,0.015230319,0.022283486,0.051523913,0.011316036,0.029236191,0.001942568,0.001384052,0,0.009173974,0.022903307,0.017360596,0.019384934,0.001423307,0.028884995
CALVIN-PWY: Calvin-Benson-Bassham cycle,0.029259259,0.001127629,0.028866211,0.011686311,0.049668969,0.022470148,0.031094831,0.005210611,0.01311464,0.00350476,0.011020094,0.016827,0.00070783,0.013446152,0.013486601,0.027786849
AEROBACTINSYN-PWY: aerobactin biosynthesis,0.024637044,0.024394327,0.023410212,0.020572377,0.035776285,0.023507644,0.029822503,0.02289269,0.014205758,0.004528497,0.009756337,0.023086578,0.007046039,0,0.014608666,0
THRESYN-PWY: superpathway of L-threonine biosynthesis,0.035641747,0.017753894,0,0.007263278,0.065358701,0.026598785,0.03033948,0.012194973,0.017456658,0.007578641,0.010269831,0.009057529,0.000101165,0.005852529,0.017951769,0.014399898
PHOSPHONOTASE-PWY: 2-aminoethylphosphonate degradation I,0.030115652,0.010426785,0.005687971,0.003748299,0.033166498,0.010533821,0.052491798,0.024373379,0.000561411,0,0.032272927,0.033172666,0.010621097,0.029421865,0.000577334,0.000616281
PWY5F9-12: biphenyl degradation,0.025251574,5.52472E-05,0.007930007,0.031962192,0.032169401,0.019202377,0.053053303,0.022659368,0.009677983,0.000280329,0.03283065,0.009491489,0.0165275,0.006276667,0.009952472,0
PWY-7970: benzimidazolyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP,0.024021556,0.027708973,0.017728936,0.012510115,0.067579685,0.011503846,0.030284388,0.001532728,0.001581569,0,0.010215111,0.019238415,0.028730962,0.01580299,0.001626426,0.007127409
P101-PWY: ectoine biosynthesis,0.037611817,0.019991972,0.001030088,0.014114896,0.033485249,0.029097819,0.03822223,0.002697044,0.020084849,0.010044531,0.018099481,0.000972524,0.015924514,0,0.020654501,0.015030989
PWY0-522: lipoate salvage I,0.02317274,0.023609529,0.011488072,0,0.035919522,0.016308953,0.047316843,0.024163405,0.006635017,0,0.027132832,0.010839176,0.023365081,0.007593852,0.006823202,0.011916647
PHESYN: L-phenylalanine biosynthesis I,0.030650811,0.028158792,0,0.012231504,0.042266846,0.018411566,0.029226942,0.030370464,0.0088463,0,0.009164788,0.014804689,0.031407411,0.011469613,0.009097201,0
PWY-5659: GDP-mannose biosynthesis,0.031237759,0.029701567,0.029784415,0.016100172,0.043961581,0.015132238,0.02536968,0.024384814,0.005397487,0,0.005333509,0.003642366,0.025969939,0.000559928,0.005550572,0.013795805
PWY-7032: alkane biosynthesis I,0.030690526,0.001815894,0.003213822,0.013223232,0.053359856,0.025571036,0.040156649,0.001133501,0.016375792,0.006564522,0.02002087,0.014721562,0.031009503,0,0.016840247,0.001058576
PWY-6579: superpathway of guanine and guanosine salvage,0.029774766,0.008142065,0.014443694,0.010731955,0.06341777,0,0.045397393,0.030447388,0.00426371,0,0.025226312,0.001180542,0.026858953,0,0.004384639,0.010444086
PWY-5063: phytyl diphosphate biosynthesis,0,0,0.010308929,0.032727335,0.040363317,0.011287096,0.051838584,0.012901443,0.001353617,0,0.031624114,0.0103246,0.033155681,0.007090922,0.001392009,0.029929867
PWY-6708: ubiquinol-8 biosynthesis (early decarboxylation),0.022659614,0.003977309,0.004775375,0.014718071,0.061458392,0.034065053,0.021221725,0.001958262,0.025308804,0.014945886,0.001213496,0.005828587,0.006552036,0.002696668,0.026026619,0.026267852
PWY-3801: sucrose degradation II (sucrose synthase),0,0,0.023182098,0.033750637,0.057055799,0.01551709,0.03783543,0,0.005802229,0,0.017715288,0.016151157,0.033427862,0.012785606,0.005966793,0.013954379
ANAPHENOXI-PWY: L-phenylalanine degradation II (anaerobic),0.030853028,0.015023176,0,0.015955545,0.057830913,0.020469915,0.040778493,0.009906735,0.01101103,0.001531056,0.020638526,0.004362592,0.015478604,0.001263853,0.011323328,0.016565918
PWY-4081: glutathione-peroxide redox reactions,0,0.010325887,0,0.016739931,0.048280242,0.026688435,0.040865235,0.015521468,0.017550941,0.007667101,0.020724683,0.003627869,0.011822673,0.000545759,0.018048725,0.034012226
GLUCONEO-PWY: gluconeogenesis I,0.024092432,0.01377789,0.002724729,0.019588152,0.048682155,0.025919933,0.045866402,0.023601551,0.01674272,0.006908792,0,0.005497521,0.009491635,0.002373095,0,0.026914106
HEMESYN2-PWY: heme b biosynthesis II (oxygen-independent),0.041624381,0.017499547,0.008337269,0.003672869,0.036353121,0.025812187,0.02834356,0.008788792,0.016629406,0.006802475,0.008287356,0.010523288,0.028070554,0.007285113,0.017101054,0.006934381
PWY-7176: UTP and CTP de novo biosynthesis,0.027508821,0.023071413,0.003001551,0.009118373,0.056683122,0.019080061,0.034894932,0.022708201,0.009549345,0.000159636,0.014794597,0.006507591,0.009842939,0.003360304,0.009820186,0.021852634
GALACTARDEG-PWY: D-galactarate degradation I,0.025593849,0.007116275,0.028413897,0.02873518,0.040467467,0.021807337,0.032231492,0.001544634,0.012417574,0.002850741,0.012149098,0.010078994,0.023382343,0.006850875,0.012769765,0.005211236
OXIDATIVEPENT-PWY: pentose phosphate pathway (oxidative branch) I,0.017088752,0.026586152,0.000688895,0.01482817,0.053407022,0.035814756,0.022383071,0.005364227,0.027148937,0.016672384,0.002367019,0.001887111,0.002615402,0,0.027918942,0.016527534
GLUTAMINDEG-PWY: L-glutamine degradation I,0.024186358,0.023826472,0.022318827,0.014794426,0.053894545,0.021595233,0.032522404,0.000263343,0.012194507,0.002641449,0.012438051,0.025300552,0.003386866,0.021727922,0,0
GLYSYN-THR-PWY: glycine biosynthesis IV,0.036762534,0.02206701,0.006925899,0.013802916,0.038252005,0.020142399,0.029050247,0.016750693,0.010666587,0.001207884,0.008989283,0.01253779,0.015026509,0.00925402,0.010969116,0.0179306
FUCCAT-PWY: fucose degradation,0.041011662,0.023945483,0,0.006130605,0.046548585,0.015900936,0.040604422,0.022276919,0.006205913,0,0.020465627,0.003000706,0.010230589,0,0.006381927,0.027351536
PWY-7224: purine deoxyribonucleosides salvage,0.017904167,0.002883761,0,0.010991567,0.048341136,0.029779799,0.027403757,0.026320834,0.020802076,0.010717466,0.007353884,0.006877489,0.023241933,0.00372183,0.02139207,0.012212812
PWY-6984: lipoate salvage II,0.040176132,0.037121665,0.000574401,0.012570334,0.035278446,0.01232601,0.027156124,0.024797918,0.002446224,0,0.007107919,0.027733687,1.66309E-05,0.024105988,0.002515605,0.015930815
PWY-2661: trehalose biosynthesis V,0.021578919,0,0.004372555,0.017571409,0.044275027,0.01254042,0.049958959,0.002015942,0.002671716,0,0.02975715,0.024100821,0.01339832,0.020555344,0.002747492,0.023349841
PWY-5437: L-threonine degradation I,0.047068518,0.004597333,0.018864284,0.004915894,0.037874319,0.011940744,0.023420667,0.001529457,0.002041048,0,0.003397625,0.031588204,0.018904645,0.027873265,0.002098936,0.032324316
PWY0-1582: glycerol-3-phosphate to fumarate electron transfer,0.018266923,0.007841442,0,0.008730677,0.045473219,0.018342098,0.038105758,0.006684382,0.008773242,0,0.017983794,0.023711126,0.010340454,0.02017447,0.009022071,0.034828634
PWY0-1312: acetate and ATP formation from acetyl-CoA I,0.02062062,0.028570019,0.021848191,0.025779744,0.033498286,0.019416686,0.031200827,0.025645838,0.009903368,0.000491796,0.011125376,0.010005069,0.005076883,0.006778623,0.01018425,0.008046459
PWY-7205: CMP phosphorylation,0.033952371,0.023790425,0.005748241,0.019855552,0.036245294,0.01996696,0.0297662,0.009191427,0.010482081,0.001034771,0.009700413,0.016110788,0.01510945,0.012746151,0.010779376,0.013231577
ASPARAGINE-DEG1-PWY: L-asparagine degradation I,0.045638621,0.017593462,0.01470849,0.01365736,0.051785562,0.010888294,0.033226343,0.017042148,0.000934204,0,0.013137248,0.010206246,0.003552119,0.006975247,0.0009607,0.027377382
PWY-5100: pyruvate fermentation to acetate and lactate II,0.039129404,0.006840493,0.014617419,0.000522213,0.045752555,0.013784913,0.043301384,0,0,0,0.023144422,0.017650459,0.013643417,0.014250974,0.004093425,0.030834457
PWY-6614: tetrahydrofolate biosynthesis,0.027675479,0.036900634,0,0.021135032,0.068349075,0.014328309,0.025110166,0.019626127,0.004552008,0,0.005075743,0.010765408,0.015913924,0.007521753,0.004681114,0.005844593
SERSYN-PWY: L-serine biosynthesis I,0.044075045,0.015958288,0.022671587,0.021552468,0.049688782,0.012046461,0.040586762,0.003034853,0.002152228,0,0.020448086,0.016188667,0,0.012822267,0.00221327,0.00375649
CYSTSYN-PWY: L-cysteine biosynthesis I,0.016081889,0.023401651,0.013007697,0.014430506,0.040614088,0.026500742,0.047592887,0.005929577,0.017353548,0.007481898,0,0.008609054,0.011457174,0.005414205,0.017845734,0.010793692
PWY-4261: glycerol degradation I,0.024770931,0.036613425,0.022136481,0.024836189,0.044148781,0.016545019,0.042646776,0.00122325,0.006883284,0,0.022494223,0.002947541,0.012822568,0,0.00707851,0.00125922
NAGLIPASYN-PWY: lipid IVA biosynthesis (E. coli),0.039975271,0.025470737,0.002641772,0.006414912,0.033744202,0,0.038942582,0.008473727,0.017887764,0.007983125,0.018814981,0.02016872,0.005237926,0.016712239,0.018395102,0.005507928
GLYCINE-SYN2-PWY: glycine biosynthesis II,0.038219996,0.0108873,0.013751247,0.020208043,0.042356864,0.032145498,0.020735923,0.006834418,0.02329004,0.013051789,0.000730966,0.000137259,0.007729657,0,0.023950599,0.011638791
PWY-5849: menaquinol-6 biosynthesis,0.041297108,0.019151684,0.02432316,0.010298442,0.031253268,0.023407432,0.027150664,0.026292991,0,0.004429613,0.007102495,0.003589843,0.021796756,0.000508593,0.014500284,0.010313869
PWY-7622: UDP-&alpha;-D-galactofuranose biosynthesis,0.026671638,0.00235847,0,0.023985875,0.031753332,0.012990752,0.035932419,0.028535424,0.003145323,0,0.015825095,0.034035491,0.00715505,0.030265162,0,0.012471829
THIOREDOX-PWY: thioredoxin pathway,0.046709049,0.022899618,0.021055396,0,0.059466349,0.013874847,0.034273359,0.000544035,0.00407511,0,0.014177211,0.014119274,0.017394408,0.010799711,0.004190689,0.00139967
"PWY-7376: cob(II)yrinate a,c-diamide biosynthesis II (late cobalt incorporation)",0.039558071,0.010460007,0.01307314,0.005765124,0.068339186,0.010763893,0.029263671,0.005385153,0.000803373,0,0.00920127,0.011030227,0.024667854,0.007780579,0.000826159,0.028047116
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I,0,0.021690581,0.017083553,0.024921067,0.044848253,0,0.035427041,0.028748174,0.01360969,0.003969239,0.015323121,0.012187812,0.021873153,0.008911964,0,0.016124359
PWY-6430: thymine degradation,0.024119706,0.00433477,0.005570977,0,0.044028787,0.017235373,0.039395761,0.024106316,0.007609318,0,0.019265108,0.025947418,0.004769336,0.022360148,0.007825135,0.017931187
PWY-3982: uracil degradation I (reductive),0.022843804,0.005265872,0.002572165,0.023892259,0.043461243,0.013474321,0.035743891,0.030163816,0.003653884,0,0.015637837,0.002591582,0.033107865,0,0.003757516,0.028050756
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing),0.04107338,0.002297676,0.021400022,0.01078344,0.053604425,0.013309171,0.02121191,0.03120931,0.003480199,0,0.001203746,0.009818989,0.024982727,0.006596755,0.003578905,0.018365481
PWY-6543: 4-aminobenzoate biosynthesis,0.019206321,0.023580803,0.012473145,0.025747846,0.032640082,0.016138301,0.034682831,0.014429204,0.006455546,0,0.014583925,0.014881159,0.004475403,0.011544352,0.00663864,0.025261407
PWY-6896: thiamine diphosphate salvage I,0.044915364,0.007846223,0.016885949,0.027366797,0.048143539,0.018049182,0.026303983,0.012208888,0.008465186,0,0.006261519,0.009136484,0,0.005929697,0.008705278,0.022420709
PWY-7211: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis,0.04461965,0.010238673,0,0.008004853,0.048110935,0.017708697,0.022997048,0.025879768,0.008107104,0,0,0.019211389,0.030375412,0.015776576,0.00833704,0.003059358
PWY-5122: geranyl diphosphate biosynthesis,0.020885902,0.011239765,0.00098495,0.012048799,0.041830137,0.012875095,0.036809506,0.006033587,0.003023688,0,0.016696274,0.032887332,0.00306184,0.029142989,0.003109447,0.030976458
PWY-8136: NADPH repair (prokaryotes),0.020482452,0.030509072,0.019524199,0.009423079,0.050429889,0.015554807,0.036120436,0,0.005841895,0,0.016011845,0.007953784,0.014854209,0.004773765,0.006007584,0.02408222
PWY-5723: Rubisco shunt,0.037452456,0.006936013,0.024699819,0.031682759,0.053237682,0.012476585,0.037762909,0.003499389,0.002604582,0,0.017643255,0.006776467,0.006284047,0.003623094,0.002678454,0.013748511
PWY-6197: chlorinated phenols degradation,0.015356405,0.009963645,0.015060837,0.018541343,0.053834895,0.021500898,0.029849721,0.00725365,0.012095297,0.002548365,0.009783372,0.015786322,0.024500907,0.012429028,0.012438347,0
PWY-5747: 2-methylcitrate cycle II,0.035987521,0.005801015,0.02637331,0.010652011,0.030544268,0.020106634,0.041165987,0.030802448,0.010628973,0.001172593,0.021023409,0.002465098,0,0,0.010930435,0.01301084
PWY-5886: 3-(4-hydroxyphenyl)pyruvate biosynthesis,0.016090405,0.004909566,0.018000602,0.000683139,0.037324768,0,0.046496715,0.019530499,0.005225773,0,0.026318228,0.026728668,0,0.023123715,0.005373988,0.030756349
PROUT-PWY: L-proline degradation,0.021895475,0.015326316,0.022638353,0.00619823,0.048498421,0.014287143,0.030272422,0.010930175,0.004508715,0,0.010203225,0.032454742,0.002031214,0.02872019,0.004636592,0.007714255
PWY-3841: folate transformations II (plants),0.041346819,0.036957367,0.002741217,0.010233468,0.037007143,0.014071676,0.039454941,0,0.004282112,0,0.019323889,0.017803232,0.016224579,0.014400289,0.004403563,0
"PWY-5837: 2-carboxy-1,4-naphthoquinol biosynthesis",0.018473205,0.007158468,0.026173575,0.024840242,0.058735199,0.020302539,0.023730774,0.012669548,0.010835003,0.001365899,0.003705643,0.001230544,0.031069977,0,0.011142309,0.005788651
DETOX1-PWY-1: reactive oxygen species degradation,0.037948779,0.00872101,0.028162153,0.023155093,0.031950308,0.018738939,0.021207741,0.018787495,0.009190592,0,0.001199606,0.01284231,0.014707186,0.009551649,0.009451258,0.011219352
PWY-5155: &beta;-alanine biosynthesis III,0.044288356,0.013041878,0.025127121,0.01782287,0.030338889,0.017687229,0.026717835,0.029665483,0.008084527,0,0.006672582,0.005382498,0.015188161,0.002260675,0.008313823,0.006211274
PWY-6756: S-methyl-5'-thioadenosine degradation II,0.044676933,0.014218682,0.010941839,0.007067049,0.033166396,0.020930289,0.026572065,0.020413081,0.011495197,0.001985324,0.006527795,0.007914617,0.030613926,0.004735485,0.011821227,0.003702499
PWY-6832: 2-aminoethylphosphonate degradation II,0.033617552,0.02248895,0,8.58916E-05,0.041280173,0.026947435,0.031099153,0.024464559,0.017823327,0.007922667,0.011024387,0.012490935,0,0.009208226,0.018328837,0
PWY-8130: 5'-deoxyadenosine degradation I,0.046532336,0.009794468,0.006362293,0.023244958,0.047873549,0.013738996,0.033585111,0.021548575,0.003932238,0,0.013493599,0.005711496,0.008527905,0.002582227,0.004043766,0.015804855
PWY-7227: adenosine deoxyribonucleotides de novo biosynthesis,0.032941182,0.010366797,0.023279172,0.004720019,0.066026736,0.014079461,0.025930251,0.0105843,0.004290299,0,0.005890304,0.008235281,0.024763336,0.005048891,0.004411982,0.015139648
PWY-6353: purine nucleotides degradation II (aerobic),0,0,0.026491207,0.027555117,0.047940279,0,0.039168892,0.017312459,0.004061275,0,0.019039767,0.02135499,0.021598546,0.017871661,0.004176462,0.008099942
HISDEG-PWY: L-histidine degradation I,0.04478752,0.017701283,0,0.026551923,0.05094923,0.020454954,0.022381379,0.004454919,0.010995296,0.001516293,0.002365338,0.009221178,0.027281445,0.006012474,0,0.008670147
PWY0-1324: N-acetylneuraminate and N-acetylmannosamine degradation I,0,0,0.009614898,0.034354132,0.064136065,0.012099143,0,0.010226468,0.002207633,0,0.022144836,0.033237675,0.011972257,0.029485404,0.002270246,0.021378467
PWY-5686: UMP biosynthesis I,0.023161207,0.014268004,0.013082097,0.006909741,0.042034572,0.020411244,0.022246319,0.019792969,0.010949327,0.001473163,0.002231187,0.015562265,0.028671204,0.012210042,0.011259875,0.007643339
PWY-5097: L-lysine biosynthesis VI,0,0,0.004513945,0.006753126,0.048860035,0.017100506,0.032793881,0.029009197,0.00746748,0,0.012707699,0.033332537,0.021479881,0.029578118,0.007679275,0.000445036
PWY-8138: polyphosphate metabolism,0.022235734,0.015561,0.008354681,0.002837213,0.06843335,0.01190735,0.031648387,0.018161489,0.002005927,0,0.011569922,0.005319853,0.016287583,0.002199449,0.00206282,0.033055488
PWY0-1507: biotin biosynthesis from 8-amino-7-oxononanoate I,0.03654614,0.018003849,0,0.005175774,0.031132411,0.013618262,0.046600777,0.012635255,0.003805265,0,0.02642159,0.0147451,0.027082631,0.011411372,0.00391319,0
PWY0-1587: N<sup>6</sup>-L-threonylcarbamoyladenosine<sup>37</sup>-modified tRNA biosynthesis,0.021571772,0.033171882,0.025545151,0.005460587,0,0.010295418,0.027419929,0.015213211,0.000310686,0,0.007369947,0.02967693,0.020828942,0.026005249,0.000319498,0.02668862
"PWY-7388: octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)",0.046711926,0,0,0.023954572,0.059496706,0.01650393,0.026741221,0.016585529,0.006840072,0,0.006695811,0.011257846,0.010802874,0.008003046,0.007034072,0.008427191
PWY-6282: palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate),0.027685639,0.052622128,0.012227486,0.003021757,0.068224501,0.021242363,0.022934442,0.003386492,0.007098845,0,0.010803855,0,0,0,0,0.01897799
PWY-5194: siroheme biosynthesis,0.023242905,0.016070305,0.002252674,0.017507437,0.037159192,0.036436169,0.023003579,0.016009013,0,0.017285555,0.002983347,0.006965098,0.012945871,0.003807456,0.028591007,0.002201381
NADPHOS-DEPHOS-PWY-1: NAD phosphorylation and transhydrogenation,0.026721097,0.008248941,0.00130205,0.004427786,0.050219152,0.011087689,0.040545049,0.01937888,0,0,0.020406654,0.007802883,0.019511731,0.00462628,0.001176348,0.030030149
PWY0-1353: succinate to cytochrome bd oxidase electron transfer,0.017082216,0.016439544,0.007543685,0,0.065519903,0.025407489,0.029336656,0.002544547,0.016203792,0.006403145,0.009273762,0.003262406,0.011502213,0.000188568,0,0.034727315
PWY-5918: superpathway of heme b biosynthesis from glutamate,0.036971839,0.002705153,0.018090948,0.023916193,0.032518767,0.024651982,0.034617902,0.005084517,0.015409238,0.005657658,0.014519433,0.00746928,0.00027276,0.004300227,0.01584628,0
PWY-3001: superpathway of L-isoleucine biosynthesis I,0.035117388,0.002356632,0.01105696,0.010159916,0.054219732,0.017362498,0.029930591,0.026884754,0.007743013,0,0.009863697,0.007466296,0.003678854,0.004297311,0.007962623,0.012899668
PYRIDNUCSAL-PWY: NAD salvage pathway I (PNC VI cycle),0,0.03039356,0.016786842,0.014014448,0.040737275,0.011482911,0.036193241,0.009161333,0.001559552,0,0.01608416,0.010100994,0.031129701,0.006872377,0.001603785,0.01414146
TRPIAACAT-PWY: indole-3-acetate biosynthesis VI (bacteria),0.025406612,0.020349729,0,0.009285931,0,0.03119648,0.021075883,0.02084733,0.022291975,0.012115358,0.001068635,0.013209666,0.028808354,0.00991069,0.022924226,0
PWY-6618: guanine and guanosine salvage III,0.018264558,0.002550249,0.018203035,0.015081848,0.050121238,0.014425161,0.030485287,0.005637736,0.004653866,0,0.010414657,0.022109185,0.007596995,0.018608785,0.00478586,0.015064625
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle),0.024117133,0.015827445,0.016904458,0.009760447,0.050692574,0.015104984,0.037305354,0.000892938,0.005368824,0,0.017188782,0.013435421,0.015022592,0.010131335,0.005521096,0
PWY-7052: cyanophycin metabolism,0,0,0.025208961,0.002329905,0.058792942,0.019793551,0.032083256,0.023345681,0.010299709,0.000863662,0.012001861,0.011934693,0.001203216,0.008664574,0.010591833,0.018061774
TYRFUMCAT-PWY: L-tyrosine degradation I,0.039541413,0.010960383,0.001819214,0.009715481,0.048115205,0.014353009,0,0.028105052,0.004577985,0,0.028158243,0.003670945,0.005827661,0.00058786,0.004707827,0.033255517
PROUT-PWY: L-proline degradation I,0.016359977,0.008100139,0.018348105,0.022589682,0.0394226,0.013069907,0.02328262,0.028697495,0.003228569,0,0.003260508,0.024627971,0.008330712,0,0.003320138,0.017617684
PWY-6164: 3-dehydroquinate biosynthesis I,0.047587956,0,0,0.027237898,0,0.020482327,0.021663128,0.017535044,0.011024083,0.001543303,0.001651925,0.028467618,0.01381149,0.024823308,0.011336751,0.000748668
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing),0,0,0.022976436,0.008443013,0.037859782,0.012656165,0.048683885,0.017805709,0.002793443,0,0.028490665,0.014319517,0.005231015,0.010995422,0.002872671,0.014448301
PWY-7791: UMP biosynthesis III,0.033962506,0.033050591,0.02785333,0.00654532,0,0,0,0.02389735,0.019276814,0.009286396,0.015402007,0,0.020656642,0.011936362,0.019823549,0.002980599
PWY-7356: thiamine diphosphate salvage IV (yeast),0.029550035,0.011142276,0.025546828,0.028389106,0.041118115,0.011544755,0,0.017855877,0.001624592,0,0.012155917,0.008472705,0.025340317,0.005280941,0,0.006187032
PWY-7193: pyrimidine ribonucleosides salvage I,0,0,0,0,0.050227064,0.027143321,0.044877806,0.010066176,0.018029337,0.008115955,0.024710224,0.004892133,0.011350978,0.001781409,0.01854069,0.004464256
ANAEROFRUCAT-PWY: homolactic fermentation,0.035375383,0.007081703,0,0.025099367,0,0,0,0,0.028793483,0.018215373,0,0.032498199,0.015289682,0.028762663,0.029610132,0.000738279
PWY-7972: adenosylcobinamide-GDP salvage from cobinamide II,0.024332202,0.017010156,0.001283437,0,0.050172858,0.014458119,0.025521442,0.005739655,0.004688527,0,0.005484249,0.00701602,0.021330091,0.003857226,0.004821505,0.031451077
PWY0-1319: CDP-diacylglycerol biosynthesis II,0.020840094,0.024607279,0.003339402,0.005493153,0.044926204,0.012108582,0.043916748,0.025432961,0.00221756,0,0,0.001601114,0.02754257,0,0.002280455,0
PWY-7357: thiamine phosphate formation from pyrithiamine and oxythiamine (yeast),0.023231268,0.005966483,0.020469683,0.00530412,0.039823629,0.018898176,0.020845223,0.012345638,0.009358059,0,0.00083953,0.013819421,0.010831825,0.010506645,0.009623475,0.009712672
PWY-5669: phosphatidylserine and phosphatidylethanolamine biosynthesis I,0,0,0.005019712,0.029435762,0.030095857,0.018638106,0,0.024198553,0.009084548,0,0.012185121,0.029409874,0.000750931,0.025744237,0.009342206,0.016154196
PWY-6894: thiamine diphosphate biosynthesis I (E. coli),0.027199217,0.022497977,0.025479095,0.007273722,0.030403398,0,0.032159565,0.022928201,8.5212E-05,0,0.012077656,0.006046137,0.019659076,0.002909294,8.76288E-05,0
LIPA-CORESYN-PWY: lipid A-core biosynthesis (E. coli K-12),0.047605976,0.008106634,0,0,0,0.011013436,0.037697232,0.025795399,0.001065813,0,0.017578021,0.01959951,0.01971399,0.016155912,0.001096042,0.002587924
PWY-7902: glucosylglycerol biosynthesis,0.02149944,0,0.004295569,0.002904665,0.050564521,0.013984014,0.038584072,0.005043304,0.004189919,0,0.018458886,0.004394096,0.004395806,0.001294644,0.004308755,0.028179566
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis,0.022396257,0.004216115,0,0.003134599,0.057985814,0.01967921,0.022555803,0.013089417,0.010179459,0.000750838,0.002538587,0.016140566,0,0.012775254,0,0.010565198
TCA-GLYOX-BYPASS: superpathway of glyoxylate bypass and TCA,0,0.015885163,0,0.002274498,0.038576767,0,0.029235825,0.030120359,0.009387302,7.59972E-06,0,0.008756659,0.022945302,0.005558469,0.009653548,0.02276783
PWY-5852: demethylmenaquinol-8 biosynthesis I,0,0,0.020230009,0.01030175,0.055841626,0.011887255,0.032555648,1.92058E-05,0.001984794,0,0.012471071,0.016360258,0.010636448,0.012989974,0.002041087,0.005251401
PWY-5989: stearate biosynthesis II (bacteria and plants),0,0,0.029132226,0.004098204,0.054384422,0.010177706,0.0359597,0.002055304,0.000186891,0,0.015852193,0,0.009651361,0.000992335,0.000192191,0.028105685
"PWY-5382: hydrogen oxidation II (aerobic, NAD)",0,0,0.016427035,0.013865684,0.039124668,0,0.047576447,0.001356742,0,0,0.027390687,0.015395653,0,0.012047202,0.000551953,0.01686207
PWY-7219: adenosine ribonucleotides de novo biosynthesis,0,0,0.013405028,0.000485275,0.034772091,0,0.023247978,0.014665763,0.027230398,0.016748814,0.003226099,0.014175716,0.002920748,0.010854875,0.028002714,0
PWY-5939: pyruvate fermentation to (R)-acetoin II,0.018825148,0.001732138,0.003628703,0.031547874,0,0.012878392,0.020370558,0.01836588,0.003027156,0,0.000368062,0.029346282,0.012739491,0.025682084,0.003113013,0.007037758
PWY1YI0-6: aerobic respiration in cyanobacteria (NDH-2 to cytochrome c oxidase via plastocyanin),0.043406231,0,0.025515197,0,0,0,0.032325269,0,0.001462893,0,0.012242243,0.030734851,0.010906427,0.027039226,0.001504384,0
PWY-7187: pyrimidine deoxyribonucleotides de novo biosynthesis II,0.0301015,0.022903792,0.016772504,0,0.045640452,0.013434018,0,0.007825752,0.003611498,0,0.012876703,0.007052486,0.006535566,0.003892866,0.003713928,0.007601843
PWY-5870: ubiquinol-8 biosynthesis (late decarboxylation),0.045386155,0.007756861,0.011085094,0,0,0,0.034804362,0.022428194,0.002217657,0,0.014704637,0.00524241,0.01504231,0.002123758,0.002280555,0.018731954
P142-PWY: pyruvate fermentation to acetate I,0.018873447,0.007616219,0,0.011375502,0.038544756,0.018649733,0.022673285,0.018490086,0,0,0.002655277,0,0.03136478,0,0.009354781,0.000896231
PWY-7179: purine deoxyribonucleosides degradation I,0.017265197,0.030724773,0,0,0,0,0,0.025246949,0,0,0.021996386,0.004380114,0.027761425,0.001280978,0.011899541,0.031749037
PHENYLALANINE-DEG1-PWY: L-phenylalanine degradation I (aerobic),0.042198013,0.006696232,0.013206301,0.026402984,0.041927432,0,0,0,0.007920296,0,0,0.007804899,0.008040156,0.00462825,0.008144933,0
PWY-7200: superpathway of pyrimidine deoxyribonucleoside salvage,0,0.025830867,0.010776469,0.023909106,0.033241674,0.010955563,0.038310353,0.00646174,0,0,0,0.003640405,0,0.000558012,0.001033452,0.010047804
PWY-6895: superpathway of thiamine diphosphate biosynthesis II,0,0,0.000339304,0,0.034974084,0.015219973,0.039007038,0,0,0,0.018879003,0.027572837,0.003131245,0.023948778,0,0
PWY0-1301: melibiose degradation,0.024393872,0.004853464,0.006972881,0.002193024,0.045584937,0.013794628,0.03425602,0.001110333,0.003990745,0,0,0.003618183,0.016105748,0.000536292,0.004103932,0
PWY-7247: &beta;-D-glucuronide and D-glucuronate degradation,0,0.029272767,0,0.029880178,0.041496994,0.011530014,0.023764932,0,0,0,0.003739571,0.000322472,0.018331379,0,0.001654726,0
